playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2536056","null","Jeremy Stewart","RB","DEN","RB","DEN","-121.1532","2.1029","null","null","1505","186","null","0.071","160.49","-1393.51","0.5","4.3192","0","5.0579","null",
"2495783","null","Josh Wilson","DB","DET","DB","DET","-121.1694","2.9","null","null","1506","333","null","0.075","null","null","0","2.9","2.9","null","null",
"2539266","null","Daimion Stafford","DB","TEN","DB","TEN","-121.1694","2.9","null","null","1506","333","null","0.2","null","null","0","2.9","2.9","null","null",
"2550157","null","Kiero Small","RB","BAL","RB","BAL","-121.1939","2.0622","null","null","1508","187","null","0.0815","null","null","0","4.4352","0","6.4622","null",
"2508129","null","Chris White","LB","NE","LB","NE","-121.2509","3.5082","null","null","1509","241","null","0.1081","null","null","0","4.373","2","6.1117","null",
"2552382","null","Malcolm Brown","RB","STL","RB","STL","-121.2545","2.0016","null","null","1510","188","null","0.0878","132.49","-1426.51","0","4.0098","0","7.1024","null",
"2552427","null","Tony Lippett","WR","MIA","WR","MIA","-121.2784","0.7969","null","null","1511","241","null","0.2295","151","-1409","0","1.4619","0","7.8281","null",
"2531218","null","Chase Reynolds","RB","STL","RB","STL","-121.2964","1.9597","null","null","1512","189","null","0.2036","null","null","0","3.4842","0","7.4606","null",
"2541202","null","Marcus Cooper","DB","KC","DB","KC","-121.3194","2.75","null","null","1513","335","null","0.15","170","-1392","0.5","2.75","2.75","null","null",
"2549978","null","Eric Pinkins","LB","SEA","LB","SEA","-121.359","3.4","null","null","1514","242","null","0.025","null","null","null","3.4","3.4","null","null",
"2550547","null","Max Bullough","LB","HOU","LB","HOU","-121.359","3.4","null","null","1514","243","null","0.1","null","null","0","3.4","3.4","null","null",
"2508051","null","John Conner","RB","BUF","RB","BUF","-121.3882","1.8679","null","null","1516","190","null","0.2368","150.99","-1414.01","0","3.4704","0","7.1882","null",
"2539662","null","Lerentee McCray","LB","DEN","LB","DEN","-121.409","3.35","null","null","1517","244","null","0.2","null","null","0","3.35","3.35","null","null",
"494289","null","Sherrick McManis","DB","CHI","DB","CHI","-121.4194","2.65","null","null","1518","336","null","0.125","null","null","0","2.65","2.65","null","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","-121.4948","0.5805","null","null","1519","242","null","0.0263","127","-1441","0","1.9488","-1.43","7.2947","null",
"2553442","null","D.J. Alexander","LB","KC","LB","KC","-121.509","3.25","null","null","1520","245","null","0.225","66","-1503","1","3.25","3.25","null","null",
"496729","null","Crezdon Butler","DB","DET","DB","DET","-121.5194","2.55","null","null","1521","337","null","0.1","null","null","null","2.55","2.55","null","null",
"2530959","null","Marcus Harris","WR","NYG","WR","NYG","-121.5212","0.5542","null","null","1522","243","null","0.2025","null","null","0","1.2154","0","7.9343","null",
"2550162","null","James Wright","WR","CIN","WR","CIN","-121.5212","0.5542","null","null","1522","243","null","0.4051","160.49","-1410.51","0.3333","1.2154","0","6.0489","null",
"2543776","null","Marqueston Huff","DB","TEN","DB","TEN","-121.5694","2.5","null","null","1524","338","null","0.175","null","null","0","2.5","2.5","null","null",
"2550633","null","Senorise Perry","RB","CHI","RB","CHI","-121.6119","1.6442","null","null","1525","191","null","0.1098","170","-1404","0","3.4073","0","7.1236","null",
"2536044","null","Jamize Olawale","RB","OAK","RB","OAK","-121.638","1.6181","null","null","1526","192","null","0.1679","null","null","0","3.0001","0","7.0591","null",
"2553655","null","Anthony Harris","DB","MIN","DB","MIN","-121.6694","2.4","null","null","1527","339","null","0.225","null","null","0","2.4","2.4","null","null",
"2552296","null","Kyle Emanuel","LB","SD","LB","SD","-121.709","3.05","null","null","1528","246","null","0.075","null","null","null","3.05","3.05","null","null",
"2539193","null","Nico Johnson","LB","CIN","LB","CIN","-121.759","3","null","null","1529","247","null","0.125","null","null","null","3","3","null","null",
"2539663","null","Mike Gillislee","RB","MIA","RB","MIA","-121.8054","1.4507","null","null","1530","193","null","0.2129","160.495","-1418.505","0.25","2.78","0","5.848","null",
"2550596","null","Darrin Reaves","RB","CAR","RB","CAR","-121.8065","1.4497","null","null","1531","194","null","0.6173","160.495","-1419.505","0","5.5811","-2.14","6.6715","null",
"2543579","null","Ronald Powell","LB","NO","LB","NO","-121.809","2.95","null","null","1532","248","null","0.225","null","null","0","2.95","2.95","null","null",
"2533345","null","Winston Guy","DB","IND","DB","IND","-121.8194","2.25","null","null","1533","340","null","0.225","null","null","1","2.25","2.25","null","null",
"2550183","null","Jeremy Butler","WR","BAL","WR","BAL","-121.9262","0.1491","null","null","1534","245","null","0.0004","150.99","-1432.01","0.3333","0.1859","0","8.4153","null",
"2553767","null","George Farmer","WR","DAL","WR","DAL","-121.9262","0.1491","null","null","1534","245","null","0.075","null","null","0","0.2396","0","8.3822","null",
"497288","null","Jacoby Ford","WR","TEN","WR","TEN","-121.9271","0.1482","null","null","1536","247","null","0.1482","151","-1434","0","0.2325","0","5.9227","null",
"2533459","null","Nate Stupar","LB","ATL","LB","ATL","-121.959","2.8","null","null","1537","249","null","0.2","null","null","null","2.8","2.8","null","null",
"494267","null","Brandon Ghee","DB","CIN","DB","CIN","-121.9694","2.1","null","null","1538","341","null","0.15","null","null","0","2.1","2.1","null","null",
"1030","null","Mario Manningham","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","160.495","-1427.505","0","0","0","null","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","-122.0753","0","null","null","1644","248","null","0","null","null","null","0","0","null","null",
"71491","null","Tiquan Underwood","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","151","-1437","0","0","0","null","null",
"497218","null","Trindon Holliday","WR","OAK","WR","OAK","-122.0753","0","null","null","1644","248","null","0","150.98","-1437.02","1","0","0","null","null",
"497262","null","Danario Alexander","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","null","null","null","0","0","null","null",
"2495843","null","Derek Hagan","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","151","-1437","0.3333","0","0","null","null",
"2505310","null","Kassim Osgood","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","151","-1437","0","0","0","null","null",
"2506222","null","Josh Cribbs","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","151","-1437","1","0","0","null","null",
"2506746","null","Micheal Spurlock","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","151","-1437","0","0","0","null","null",
"2506916","null","Brad Smith","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","151","-1437","1","0","0","null","null",
"2507596","null","Marcus Thigpen","WR","BUF","WR","BUF","-122.0753","0","null","null","1644","248","null","0","160.495","-1427.505","0","2.8364","0","7.1896","null",
"2530575","null","Drew Davis","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","151","-1437","0","0","0","null","null",
"2532809","null","LaRon Byrd","WR","MIA","WR","MIA","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2532823","null","Juron Criner","WR","NYG","WR","NYG","-122.0753","0","null","null","1644","248","null","0","151","-1437","0","0","0","-0.7577","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","-122.0753","0","null","null","1644","248","null","0","118.6567","-1469.3433","0.75","0","0","-1.0406","null",
"2533537","null","Stephen Hill","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","150.99","-1437.01","0.3333","0","0","-0.5592","null",
"2534779","null","Julian Talley","WR","NYG","WR","NYG","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2535963","null","Phil Bates","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2537931","null","Josh Gordon","WR","CLE","WR","CLE","-122.0753","0","null","null","1644","248","null","0","147.6267","-1440.3733","2","0","0","-0.9411","null",
"2539203","null","Cobi Hamilton","WR","MIA","WR","MIA","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2539246","null","Chris Harper","WR","NYG","WR","NYG","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2540179","null","DaRick Rogers","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","150.99","-1437.01","0.3333","0","0","null","null",
"2541096","null","Ifeanyi Momah","WR","ARI","WR","ARI","-122.0753","0","null","null","1644","248","null","0","null","null","null","0","0","null","null",
"2543698","null","Tevin Reese","WR","CIN","WR","CIN","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2543818","null","Jeremy Gallon","WR","OAK","WR","OAK","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2543836","null","T.J. Jones","WR","DET","WR","DET","-122.0753","0","null","null","1644","248","null","0","null","null","1","0","0","-0.9461","null",
"2550198","null","Bennie Fowler","WR","DEN","WR","DEN","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2550223","null","Freddie Martino","WR","ATL","WR","ATL","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2550415","null","Tony Washington","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2550500","null","Solomon Patton","WR","DEN","WR","DEN","-122.0753","0","null","null","1644","248","null","0","150.98","-1437.02","0","0","0","null","null",
"2550600","null","Nathan Slaughter","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2552413","null","Dres Anderson","WR","SF","WR","SF","-122.0753","0","null","null","1644","248","null","0","151","-1437","0","0","0","null","null",
"2552414","null","Ezell Ruffin","WR","IND","WR","IND","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2552479","null","DaRon Brown","WR","KC","WR","KC","-122.0753","0","null","null","1644","248","null","0","150.99","-1437.01","0.6667","0","0","null","null",
"2552657","null","DeAndrew White","WR","SF","WR","SF","-122.0753","0","null","null","1644","248","null","0","170","-1418","0","0","0","null","null",
"2553470","null","Darius Davis","WR","SF","WR","SF","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553506","null","Ricky Collins","WR","GB","WR","GB","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553509","null","Adrian Coxson","WR","GB","WR","GB","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553526","null","Antwan Goodley","WR","DAL","WR","DAL","-122.0753","0","null","null","1644","248","null","0","170","-1418","0","0","0","null","null",
"2553527","null","Deontay Greenberry","WR","DAL","WR","DAL","-122.0753","0","null","null","1644","248","null","0","137.5","-1450.5","0","0","0","null","null",
"2553546","null","Vernon Johnson","WR","DET","WR","DET","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553575","null","Levi Norwood","WR","CHI","WR","CHI","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553599","null","Jaxon Shipley","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","0","150.99","-1437.01","0","0","0","null","null",
"2553628","null","Cam Worthy","WR","BAL","WR","BAL","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553634","null","Damarr Aultman","WR","MIA","WR","MIA","-122.0753","0","null","null","1644","248","null","0","120","-1468","0.5","0","0","null","null",
"2553641","null","DaVaris Daniels","WR","MIN","WR","MIN","-122.0753","0","null","null","1644","248","null","0","null","null","0.5","0","0","null","null",
"2553649","null","Devin Gardner","WR","PIT","WR","PIT","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553653","null","Josh Harper","WR","OAK","WR","OAK","-122.0753","0","null","null","1644","248","null","0","160.495","-1427.505","0","0","0","null","null",
"2553668","null","Jordan Leslie","WR","MIN","WR","MIN","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553671","null","Gavin Lutman","WR","MIN","WR","MIN","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553692","null","Rasheed Bailey","WR","PHI","WR","PHI","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553703","null","Devante Davis","WR","PHI","WR","PHI","-122.0753","0","null","null","1644","248","null","0","118.995","-1469.005","1","0","0","null","null",
"2553716","null","Rannell Hall","WR","TB","WR","TB","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553802","null","R.J. Harris","WR","NO","WR","NO","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553811","null","Deon Long","WR","TEN","WR","TEN","-122.0753","0","null","null","1644","248","null","0","null","null","0","0","0","null","null",
"2553892","null","Austin Hill","WR","FA","WR","FA","-122.0753","0","null","null","1644","248","null","null","null","null","0","0","0","null","null",
"2553913","null","Tyrell Williams","WR","SD","WR","SD","-122.0753","0","null","null","1644","248","null","null","126.975","-1461.025","0.6667","0","0","null","null",
"2550647","null","Kasim Edebali","LB","NO","LB","NO","-122.109","2.65","null","null","1539","250","null","0.125","null","null","0","2.65","2.65","null","null",
"2541243","null","Duron Harmon","DB","NE","DB","NE","-122.1194","1.95","null","null","1540","342","null","0.025","null","null","0","1.95","1.95","null","null",
"2553456","null","Akeem King","DB","ATL","DB","ATL","-122.1194","1.95","null","null","1540","342","null","0.275","170","-1476","0","1.95","1.95","null","null",
"2549883","null","Marcus Ball","DB","CAR","DB","CAR","-122.1694","1.9","null","null","1542","344","null","0.725","null","null","0","1.9","1.9","null","null",
"2550930","null","Todd Davis","LB","DEN","LB","DEN","-122.209","2.55","null","null","1543","251","null","0.05","null","null","1","2.55","2.55","null","null",
"2553650","null","Corey Grant","RB","JAC","RB","JAC","-122.2301","1.026","null","null","1544","195","null","0.3912","null","null","0.5","1.6344","0","7.6077","null",
"2541545","null","Jayson DiManche","LB","CIN","LB","CIN","-122.259","2.5","null","null","1545","252","null","0.1","null","null","0","2.5","2.5","null","null",
"2541777","null","Terence Garvin","LB","PIT","LB","PIT","-122.259","2.5","null","null","1545","252","null","0.3","null","null","null","2.5","2.5","null","null",
"2533016","null","Najee Goode","LB","PHI","LB","PHI","-122.459","2.3","null","null","1547","254","null","0.2","null","null","0","2.3","2.3","null","null",
"2553486","null","Trey Williams","RB","WAS","RB","WAS","-122.6174","0.6388","null","null","1548","196","null","0.0239","110.48","-1543.52","0.3333","0.9048","0","7.9654","null",
"2553458","null","Taurean Nixon","DB","DEN","DB","DEN","-122.6194","1.45","null","null","1549","345","null","0.55","170","-1485","0","1.45","1.45","null","null",
"2552634","null","Joey Iosefa","RB","TB","RB","TB","-122.6252","0.6309","null","null","1550","197","null","0.1333","160.5","-1495.5","0","0.9873","0","7.9034","null",
"2539289","null","Kenjon Barner","RB","PHI","RB","PHI","-122.6573","0.5988","null","null","1551","198","null","0.2265","160.485","-1496.515","1","1.2272","0","5.0093","null",
"2530765","null","Jonathan Freeny","LB","NE","LB","NE","-122.659","2.1","null","null","1552","255","null","0.1","null","null","0","2.1","2.1","null","null",
"2552441","null","Edmond Robinson","LB","MIN","LB","MIN","-122.659","2.1","null","null","1552","255","null","0.4","170","-1488","0","2.1","2.1","null","null",
"2553464","null","Matt Wells","LB","NE","LB","NE","-122.859","1.9","null","null","1554","257","null","0.425","170","-1490","0","1.9","1.9","null","null",
"2552383","null","Terrence Magee","RB","BAL","RB","BAL","-122.8596","0.3965","null","null","1555","199","null","0.0839","170","-1491","0","0.7192","0","8.0437","null",
"2551357","null","Glenn Winston","RB","CLE","RB","CLE","-122.9081","0.348","null","null","1556","200","null","0.0932","null","null","0","0.4965","0","8.1357","null",
"2540274","null","Matthew Tucker","RB","PHI","RB","PHI","-122.979","0.2771","null","null","1557","201","null","0.0613","null","null","0","0.6077","0","6.2858","null",
"2534437","null","Austin Johnson","RB","NO","RB","NO","-123.0237","0.2324","null","null","1558","202","null","0.0498","150.99","-1513.01","0","0.3637","0","8.1814","null",
"2552477","null","Aaron Ripkowski","RB","GB","RB","GB","-123.0569","0.1992","null","null","1559","203","null","0.0421","160.49","-1504.51","0.25","0.3118","0","8.2046","null",
"2527672","null","Will Tukuafu","RB","SEA","RB","SEA","-123.0901","0.166","null","null","1560","204","null","0.0919","null","null","0","0.3494","0","8.1965","null",
"2553631","null","Zach Zenner","RB","DET","RB","DET","-123.1079","0.1482","null","null","1561","205","null","0.1482","105.145","-1561.855","0.6667","0.3053","0","5.441","null",
"2532939","null","Trenton Robinson","DB","WAS","DB","WAS","-123.1694","0.9","null","null","1562","346","null","0","null","null","null","0.9","0.9","null","null",
"2543685","null","Jonathan Dowling","DB","OAK","DB","OAK","-123.1694","0.9","null","null","1562","346","null","0.15","170","-1498","0","0.9","0.9","null","null",
"2552257","null","Ifo Ekpre-Olomu","DB","CLE","DB","CLE","-123.1694","0.9","null","null","1562","348","null","0.55","271.4","-1396.6","0.5","0.9","0.9","null","null",
"929","null","BenJarvus Green-Ellis","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","160.485","-1510.515","0.3333","0","0","null","null",
"4231","null","Jed Collins","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","151","-1520","0","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","150.99","-1520.01","0","0","0","null","null",
"238445","null","Frank Summers","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","151","-1520","0","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","151","-1520","0","0","0","null","null",
"2495468","null","Mikel Leshoure","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","151","-1520","0","0","0","null","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","151","-1520","0","0","0","null","null",
"2495831","null","Maurice Jones-Drew","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","170","-1501","0","0","0","null","null",
"2506817","null","Montell Owens","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2507192","null","Michael Bush","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","160.49","-1510.51","0","0","0","null","null",
"2507585","null","Will Taufoou","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","160.5","-1510.5","0","0","0","null","null",
"2507790","null","Andre Brown","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","160.49","-1510.51","0","0","0","null","null",
"2530990","null","Phillip Tanner","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","151","-1520","1","0","0","null","null",
"2533347","null","Bradie Ewing","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","null","null","null","0","0","null","null",
"2541769","null","Mike Zimmer","RB","MIN","RB","MIN","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2541986","null","Michael Hill","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2543655","null","Tyler Gaffney","RB","NE","RB","NE","-123.2561","0","null","null","1644","206","null","0","128.9967","-1542.0033","0.5","0","0","null","null",
"2550271","null","James Wilder","RB","CIN","RB","CIN","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2550327","null","Terrance Cobb","RB","OAK","RB","OAK","-123.2561","0","null","null","1644","206","null","0","170","-1501","0","0","0","null","null",
"2550540","null","George Atkinson","RB","OAK","RB","OAK","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2550542","null","Kapri Bibbs","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","170","-1501","0","0","0","null","null",
"2550574","null","Henry Josey","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2552578","null","Tyler Varga","RB","IND","RB","IND","-123.2561","0","null","null","1644","206","null","0","170","-1501","0","0","0","null","null",
"2553617","null","Terrell Watson","RB","CIN","RB","CIN","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2553625","null","Rasheed Williams","RB","DET","RB","DET","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2553660","null","Akeem Hunt","RB","NYG","RB","NYG","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2553695","null","Dominique Brown","RB","TB","RB","TB","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2553738","null","Ross Scheuerman","RB","PIT","RB","PIT","-123.2561","0","null","null","1644","206","null","0","null","null","null","0","0","null","null",
"2553765","null","Synjyn Days","RB","FA","RB","FA","-123.2561","0","null","null","1644","206","null","0","null","null","0","0","0","null","null",
"2553848","null","Dreamius Smith","RB","SD","RB","SD","-123.2561","0","null","null","1644","206","null","null","null","null","0","0","0","null","null",
"2553879","null","Jahwan Edwards","RB","SD","RB","SD","-123.2561","0","null","null","1644","206","null","null","null","null","0","0","0","null","null",
"2549986","null","Marquis Spruill","LB","ATL","LB","ATL","-123.259","1.5","null","null","1565","258","null","0.15","null","null","null","1.5","1.5","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","-123.2718","128.4225","null","267","1566","31","null","18.0185","200.95","-1502.05","1","170.3901","31.063","7.4387","3",
"2550324","null","Glenn Carson","LB","ARI","LB","ARI","-123.309","1.45","null","null","1567","259","null","0.275","null","null","null","1.45","1.45","null","null",
"2530859","null","Brandian Ross","DB","OAK","DB","OAK","-123.4694","0.6","null","null","1568","349","null","0.5","null","null","null","0.6","0.6","null","null",
"2508126","null","Chris Carter","LB","CIN","LB","CIN","-123.509","1.25","null","null","1569","260","null","0.175","null","null","null","1.25","1.25","null","null",
"2507683","null","Marcus Benard","LB","ARI","LB","ARI","-123.659","1.1","null","null","1570","261","null","0.125","null","null","null","1.1","1.1","null","null",
"302","null","Keith Rivers","LB","DAL","LB","DAL","-123.709","1.05","null","null","1571","262","null","0.15","null","null","0","1.05","1.05","null","null",
"1363","null","Erin Henderson","LB","NYJ","LB","NYJ","-123.859","0.9","null","null","1572","263","null","0","null","null","0","0.9","0.9","null","null",
"2499275","null","Andrew Gachkar","LB","DAL","LB","DAL","-123.859","0.9","null","null","1572","266","null","0","null","null","0","0.9","0.9","null","null",
"2539671","null","Trevardo Williams","LB","WAS","LB","WAS","-123.859","0.9","null","null","1572","266","null","0","null","null","0","0.9","0.9","null","null",
"2543552","null","Carl Bradford","LB","GB","LB","GB","-123.859","0.9","null","null","1572","263","null","0.1","null","null","1","0.9","0.9","null","null",
"2543725","null","Marcus Smith","LB","PHI","LB","PHI","-123.859","0.9","null","null","1572","263","null","0.2","null","null","1","0.9","0.9","null","null",
"2507791","null","Chris Clemons","DB","ARI","DB","ARI","-123.9694","0.1","null","null","1577","350","null","0","null","null","0","0.1","0.1","null","null",
"2534441","null","Josh Bush","DB","DEN","DB","DEN","-123.9694","0.1","null","null","1577","350","null","0","null","null","0","0.1","0.1","null","null",
"2535693","null","Johnson Bademosi","DB","CLE","DB","CLE","-123.9694","0.1","null","null","1577","350","null","0","null","null","null","0.1","0.1","null","null",
"2541192","null","Chris Banjo","DB","GB","DB","GB","-123.9694","0.1","null","null","1577","350","null","0.05","null","null","0","0.1","0.1","null","null",
"2552436","null","Damian Swann","DB","NO","DB","NO","-123.9694","0.1","null","null","1577","350","null","0.1","237.6","-1476.4","0.5","0.1","0.1","null","null",
"2495262","null","Nick Bellore","LB","SF","LB","SF","-124.059","0.7","null","null","1582","268","null","0","null","null","0","0.7","0.7","null","null",
"2541310","null","Steven Means","LB","BAL","LB","BAL","-124.059","0.7","null","null","1582","270","null","0.05","null","null","null","0.7","0.7","null","null",
"2549919","null","Brandon Watts","LB","MIN","LB","MIN","-124.059","0.7","null","null","1582","268","null","0.25","null","null","0","0.7","0.7","null","null",
"208","null","Antoine Cason","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0","0","0","null","null",
"1357","null","Thomas DeCoud","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0","0","0","null","null",
"1974","null","Quintin Demps","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0.5","0","0","null","null",
"71383","null","Sherrod Martin","DB","CHI","DB","CHI","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"494249","null","Javier Arenas","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2495467","null","Taiwan Jones","DB","OAK","DB","OAK","-124.0694","0","null","null","1644","351","null","0","null","null","1","5.172","-0.03","4.8956","null",
"2495499","null","Brandon Harris","DB","TEN","DB","TEN","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2495565","null","Tarell Brown","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2495658","null","LaRon Landry","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","1","0","0","null","null",
"2495678","null","Brandon Meriweather","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2495892","null","Danieal Manning","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0","0","0","null","null",
"2505428","null","Ike Taylor","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0","0","0","null","null",
"2505621","null","Troy Polamalu","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0","0","0","null","null",
"2505745","null","George Wilson","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","1","0","0","null","null",
"2506348","null","Carlos Rogers","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0","0","0","null","null",
"2506937","null","Dawan Landry","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","170","-1552","0.5","0","0","null","null",
"2507180","null","Usama Young","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2507785","null","Chris Owens","DB","DET","DB","DET","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2507842","null","Jeromy Miles","DB","NYG","DB","NYG","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2507869","null","Cassius Vaughn","DB","BAL","DB","BAL","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2507936","null","Danny McCray","DB","DAL","DB","DAL","-124.0694","0","null","null","1644","351","null","0","null","null","1","0","0","null","null",
"2507982","null","Josh Gordy","DB","NYG","DB","NYG","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2508065","null","R.J. Stanford","DB","DET","DB","DET","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2508077","null","Teddy Williams","DB","CAR","DB","CAR","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2508121","null","Josh Thomas","DB","MIN","DB","MIN","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2533024","null","Bill Bentley","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2539670","null","Sheldon Price","DB","IND","DB","IND","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2541309","null","Jonathan Meeks","DB","BUF","DB","BUF","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2541577","null","Josh Aubrey","DB","TEN","DB","TEN","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2543557","null","Demetri Goodson","DB","GB","DB","GB","-124.0694","0","null","null","1644","351","null","0","null","null","1","0","0","null","null",
"2543582","null","Keith Reaser","DB","SF","DB","SF","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
