Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
TE,Virgil Green,2500,Cin@Den 08:30PM ET,2.221,Den
TE,Richard Gordon,2500,Pit@Bal 01:00PM ET,0.000,Bal
TE,Rob Housler,2500,Chi@TB 01:00PM ET,0.438,Chi
TE,Kyle Nelson,2500,SF@Det 01:00PM ET,0.000,SF
TE,Lance Kendricks,2500,StL@Sea 04:25PM ET,4.062,StL
TE,Jermaine Gresham,2500,GB@Ari 04:25PM ET,3.000,Ari
TE,Jeff Cumberland,2500,NE@NYJ 01:00PM ET,0.977,NYJ
TE,Michael Hoomanawanui,2500,Jax@NO 04:05PM ET,2.125,NO
TE,Luke Stocker,2500,Chi@TB 01:00PM ET,1.508,TB
TE,Konrad Reuland,2500,Pit@Bal 01:00PM ET,0.000,Bal
TE,Jordan Cameron,2500,Ind@Mia 01:00PM ET,5.471,Mia
TE,Rhett Ellison,2500,NYG@Min 08:30PM ET,2.200,Min
TE,Patrick Scales,2500,Chi@TB 01:00PM ET,0.000,Chi
TE,James Hanna,2500,Dal@Buf 01:00PM ET,0.758,Dal
TE,Jake Stoneburner,2500,Ind@Mia 01:00PM ET,2.411,Mia
TE,Cory Harkey,2500,StL@Sea 04:25PM ET,0.386,StL
TE,Beau Brinkley,2500,Hou@Ten 01:00PM ET,0.000,Ten
TE,Dwayne Allen,2500,Ind@Mia 01:00PM ET,2.750,Ind
TE,Kevin McDermott,2500,NYG@Min 08:30PM ET,0.000,Min
