P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,1B/OF,Ryan Braun (10576591),Ryan Braun,10576591,1B/OF,4600,MIA@MIL 04/21/2018 07:10PM ET,MIL,7.61
,,,,,,,,,,,RP,Chris O'Grady (10577197),Chris O'Grady,10577197,P,4600,MIA@MIL 04/21/2018 07:10PM ET,MIA,1.89
,,,,,,,,,,,OF,Adam Eaton (10576587),Adam Eaton,10576587,OF,4600,WAS@LAD 04/21/2018 09:10PM ET,WAS,11
,,,,,,,,,,,SP,Matt Wisler (10577199),Matt Wisler,10577199,P,4500,NYM@ATL 04/21/2018 07:10PM ET,ATL,32.55
,,,,,,,,,,,SP,Jesse Chavez (10577198),Jesse Chavez,10577198,P,4500,SEA@TEX 04/21/2018 08:05PM ET,TEX,5.42
,,,,,,,,,,,SP,Chase De Jong (10577200),Chase De Jong,10577200,P,4500,SEA@TEX 04/21/2018 08:05PM ET,SEA,0
,,,,,,,,,,,SP,Yency Almonte (10577201),Yency Almonte,10577201,P,4500,CHC@COL 04/21/2018 08:10PM ET,COL,0
,,,,,,,,,,,SP,Odrisamer Despaigne (10577202),Odrisamer Despaigne,10577202,P,4500,MIA@MIL 04/21/2018 07:10PM ET,MIA,4.05
,,,,,,,,,,,SP,Jeff Locke (10577203),Jeff Locke,10577203,P,4500,MIA@MIL 04/21/2018 07:10PM ET,MIA,0
,,,,,,,,,,,SP,Wil Crowe (10577204),Wil Crowe,10577204,P,4500,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,SP,Seth Romero (10577205),Seth Romero,10577205,P,4500,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,OF,Justin Upton (10576593),Justin Upton,10576593,OF,4500,SF@LAA 04/21/2018 09:07PM ET,LAA,8.3
,,,,,,,,,,,SP,Matt Cain (10577206),Matt Cain,10577206,P,4500,SF@LAA 04/21/2018 09:07PM ET,SF,0
,,,,,,,,,,,RP,Chris Heston (10577207),Chris Heston,10577207,P,4500,SF@LAA 04/21/2018 09:07PM ET,SF,0
,,,,,,,,,,,1B,Hanley Ramirez (10576590),Hanley Ramirez,10576590,1B,4500,BOS@OAK 04/21/2018 09:05PM ET,BOS,10.82
,,,,,,,,,,,1B/OF,Wil Myers (10576598),Wil Myers,10576598,1B/OF,4400,SD@ARI 04/21/2018 08:10PM ET,SD,7
,,,,,,,,,,,RP,Rafael Montero (10577208),Rafael Montero,10577208,P,4400,NYM@ATL 04/21/2018 07:10PM ET,NYM,0
,,,,,,,,,,,C,Willson Contreras (10576597),Willson Contreras,10576597,C,4400,CHC@COL 04/21/2018 08:10PM ET,CHC,7.13
,,,,,,,,,,,SS,Trea Turner (10576595),Trea Turner,10576595,SS,4400,WAS@LAD 04/21/2018 09:10PM ET,WAS,8.4
,,,,,,,,,,,OF,Shohei Ohtani (10576594),Shohei Ohtani,10576594,OF,4400,SF@LAA 04/21/2018 09:07PM ET,LAA,4.66
,,,,,,,,,,,OF,Nelson Cruz (10576600),Nelson Cruz,10576600,OF,4300,SEA@TEX 04/21/2018 08:05PM ET,SEA,7.56
,,,,,,,,,,,RP,Andrew Moore (10577210),Andrew Moore,10577210,P,4300,SEA@TEX 04/21/2018 08:05PM ET,SEA,0
,,,,,,,,,,,OF,Ian Happ (10576603),Ian Happ,10576603,OF,4300,CHC@COL 04/21/2018 08:10PM ET,CHC,6
,,,,,,,,,,,1B/OF,Ian Desmond (10576616),Ian Desmond,10576616,1B/OF,4300,CHC@COL 04/21/2018 08:10PM ET,COL,5.7
,,,,,,,,,,,3B,Travis Shaw (10576602),Travis Shaw,10576602,3B,4300,MIA@MIL 04/21/2018 07:10PM ET,MIL,7.81
,,,,,,,,,,,RP,Alec Asher (10577211),Alec Asher,10577211,P,4300,MIA@MIL 04/21/2018 07:10PM ET,MIL,0
,,,,,,,,,,,SP,Jarlin Garcia (10577212),Jarlin Garcia,10577212,P,4300,MIA@MIL 04/21/2018 07:10PM ET,MIA,15.76
,,,,,,,,,,,SP,Jacob Turner (10577213),Jacob Turner,10577213,P,4300,MIA@MIL 04/21/2018 07:10PM ET,MIA,-3.51
,,,,,,,,,,,SP,Austin Voth (10577209),Austin Voth,10577209,P,4300,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,2B,Ian Kinsler (10576614),Ian Kinsler,10576614,2B,4300,SF@LAA 04/21/2018 09:07PM ET,LAA,8.14
,,,,,,,,,,,SS,Xander Bogaerts (10576596),Xander Bogaerts,10576596,SS,4300,BOS@OAK 04/21/2018 09:05PM ET,BOS,11.78
,,,,,,,,,,,OF,Andrew Benintendi (10576601),Andrew Benintendi,10576601,OF,4300,BOS@OAK 04/21/2018 09:05PM ET,BOS,9.41
,,,,,,,,,,,OF,David Peralta (10576610),David Peralta,10576610,OF,4200,SD@ARI 04/21/2018 08:10PM ET,ARI,9.56
,,,,,,,,,,,2B,Ozzie Albies (10576606),Ozzie Albies,10576606,2B,4200,NYM@ATL 04/21/2018 07:10PM ET,ATL,11.68
,,,,,,,,,,,3B,Todd Frazier (10576613),Todd Frazier,10576613,3B,4200,NYM@ATL 04/21/2018 07:10PM ET,NYM,9.37
,,,,,,,,,,,1B/3B,Yuli Gurriel (10576607),Yuli Gurriel,10576607,1B/3B,4200,HOU@CWS 04/21/2018 07:10PM ET,HOU,8.14
,,,,,,,,,,,2B,Robinson Cano (10576609),Robinson Cano,10576609,2B,4200,SEA@TEX 04/21/2018 08:05PM ET,SEA,7.78
,,,,,,,,,,,SS,Trevor Story (10576604),Trevor Story,10576604,SS,4200,CHC@COL 04/21/2018 08:10PM ET,COL,7.43
,,,,,,,,,,,OF,Lorenzo Cain (10576615),Lorenzo Cain,10576615,OF,4200,MIA@MIL 04/21/2018 07:10PM ET,MIL,9
,,,,,,,,,,,2B/3B,Daniel Murphy (10576611),Daniel Murphy,10576611,2B/3B,4200,WAS@LAD 04/21/2018 09:10PM ET,WAS,0
,,,,,,,,,,,OF,Khris Davis (10576605),Khris Davis,10576605,OF,4200,BOS@OAK 04/21/2018 09:05PM ET,OAK,9
,,,,,,,,,,,SP,Jalen Beeks (10577214),Jalen Beeks,10577214,P,4200,BOS@OAK 04/21/2018 09:05PM ET,BOS,0
,,,,,,,,,,,3B,Alex Bregman (10576621),Alex Bregman,10576621,3B,4100,HOU@CWS 04/21/2018 07:10PM ET,HOU,6.35
,,,,,,,,,,,1B,Jose Abreu (10576624),Jose Abreu,10576624,1B,4100,HOU@CWS 04/21/2018 07:10PM ET,CWS,8.62
,,,,,,,,,,,OF,Josh Reddick (10576627),Josh Reddick,10576627,OF,4100,HOU@CWS 04/21/2018 07:10PM ET,HOU,8.18
,,,,,,,,,,,1B,Cody Bellinger (10576618),Cody Bellinger,10576618,1B,4100,WAS@LAD 04/21/2018 09:10PM ET,LAD,7.67
,,,,,,,,,,,SS,Corey Seager (10576619),Corey Seager,10576619,SS,4100,WAS@LAD 04/21/2018 09:10PM ET,LAD,6.88
,,,,,,,,,,,3B,Anthony Rendon (10576620),Anthony Rendon,10576620,3B,4100,WAS@LAD 04/21/2018 09:10PM ET,WAS,6.64
,,,,,,,,,,,2B/3B,Zack Cozart (10576622),Zack Cozart,10576622,2B/3B,4100,SF@LAA 04/21/2018 09:07PM ET,LAA,7.72
,,,,,,,,,,,1B/C,Buster Posey (10576625),Buster Posey,10576625,C/1B,4100,SF@LAA 04/21/2018 09:07PM ET,SF,6.72
,,,,,,,,,,,1B,Eric Hosmer (10576631),Eric Hosmer,10576631,1B,4000,SD@ARI 04/21/2018 08:10PM ET,SD,7.05
,,,,,,,,,,,SP,Kyle Lloyd (10577230),Kyle Lloyd,10577230,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,Cal Quantrill (10577234),Cal Quantrill,10577234,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,RP,Adam Cimber (10577235),Adam Cimber,10577235,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,5.83
,,,,,,,,,,,SP,Eric Lauer (10577236),Eric Lauer,10577236,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,Anderson Espinoza (10577237),Anderson Espinoza,10577237,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,Austin Smith (10577238),Austin Smith,10577238,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,Logan Allen (10577239),Logan Allen,10577239,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,Chris Paddack (10577240),Chris Paddack,10577240,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,RP,Phil Maton (10577241),Phil Maton,10577241,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,4.68
,,,,,,,,,,,SP,Adrian Morejon (10577242),Adrian Morejon,10577242,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,Michel Baez (10577243),Michel Baez,10577243,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,MacKenzie Gore (10577244),MacKenzie Gore,10577244,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,RP,Brad Hand (10577245),Brad Hand,10577245,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,4.88
,,,,,,,,,,,RP,Jordan Lyles (10577246),Jordan Lyles,10577246,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,5.14
,,,,,,,,,,,RP,Craig Stammen (10577247),Craig Stammen,10577247,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,4.84
,,,,,,,,,,,RP,Chris Young (10577248),Chris Young,10577248,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,RP,Miguel Diaz (10577249),Miguel Diaz,10577249,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,RP,Tyler Webb (10577250),Tyler Webb,10577250,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,2.25
,,,,,,,,,,,RP,Kirby Yates (10577251),Kirby Yates,10577251,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,3.41
,,,,,,,,,,,RP,Kazuhisa Makita (10577252),Kazuhisa Makita,10577252,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,1.51
,,,,,,,,,,,SP,Dillon Overton (10577253),Dillon Overton,10577253,P,4000,SD@ARI 04/21/2018 08:10PM ET,SD,0
,,,,,,,,,,,SP,Alex Young (10577254),Alex Young,10577254,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,RP,Steve Hathaway (10577255),Steve Hathaway,10577255,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,RP,Silvino Bracho (10577256),Silvino Bracho,10577256,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,16.35
,,,,,,,,,,,RP,Matt Koch (10577257),Matt Koch,10577257,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,13.8
,,,,,,,,,,,SP,Daniel Gibson (10577258),Daniel Gibson,10577258,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,RP,Archie Bradley (10577259),Archie Bradley,10577259,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,3.8
,,,,,,,,,,,RP,Andrew Chafin (10577260),Andrew Chafin,10577260,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,2.94
,,,,,,,,,,,RP,Tyler Pill (10577261),Tyler Pill,10577261,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,RP,Randall Delgado (10577262),Randall Delgado,10577262,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,RP,Michael Blazek (10577263),Michael Blazek,10577263,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,RP,T.J. McFarland (10577264),T.J. McFarland,10577264,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,4.16
,,,,,,,,,,,SP,Jorge De La Rosa (10577265),Jorge De La Rosa,10577265,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,1.28
,,,,,,,,,,,RP,Yoshihisa Hirano (10577266),Yoshihisa Hirano,10577266,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,2.95
,,,,,,,,,,,RP,Brad Boxberger (10577267),Brad Boxberger,10577267,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,2.98
,,,,,,,,,,,RP,Neftali Feliz (10577268),Neftali Feliz,10577268,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,RP,Fernando Salas (10577269),Fernando Salas,10577269,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,4.88
,,,,,,,,,,,SP,Jon Duplantier (10577270),Jon Duplantier,10577270,P,4000,SD@ARI 04/21/2018 08:10PM ET,ARI,0
,,,,,,,,,,,OF,Yoenis Cespedes (10576630),Yoenis Cespedes,10576630,OF,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,7.68
,,,,,,,,,,,2B,Asdrubal Cabrera (10576633),Asdrubal Cabrera,10576633,2B,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,9.79
,,,,,,,,,,,SP,Lucas Sims (10577215),Lucas Sims,10577215,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,-8.25
,,,,,,,,,,,SP,Kolby Allard (10577226),Kolby Allard,10577226,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,SP,Kyle Wright (10577271),Kyle Wright,10577271,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,SP,Mike Soroka (10577272),Mike Soroka,10577272,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,SP,Ricardo Sanchez (10577273),Ricardo Sanchez,10577273,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,SP,Bryse Wilson (10577274),Bryse Wilson,10577274,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,SP,Ian Anderson (10577275),Ian Anderson,10577275,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,SP,Joey Wentz (10577276),Joey Wentz,10577276,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,RP,Shane Carle (10577277),Shane Carle,10577277,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,5.74
,,,,,,,,,,,RP,Dan Winkler (10577278),Dan Winkler,10577278,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,4.52
,,,,,,,,,,,SP,Jesse Biddle (10577279),Jesse Biddle,10577279,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,RP,Jose Ramirez (10577280),Jose Ramirez,10577280,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,-1.02
,,,,,,,,,,,RP,A.J. Minter (10577281),A.J. Minter,10577281,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,3.26
,,,,,,,,,,,RP,Max Fried (10577282),Max Fried,10577282,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,RP,Jacob Lindgren (10577283),Jacob Lindgren,10577283,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0
,,,,,,,,,,,RP,Peter Moylan (10577284),Peter Moylan,10577284,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,1.89
,,,,,,,,,,,RP,Josh Ravin (10577285),Josh Ravin,10577285,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,0.88
,,,,,,,,,,,RP,Sam Freeman (10577286),Sam Freeman,10577286,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,2.25
,,,,,,,,,,,RP,Arodys Vizcaino (10577287),Arodys Vizcaino,10577287,P,4000,NYM@ATL 04/21/2018 07:10PM ET,ATL,3.60
,,,,,,,,,,,RP,AJ Ramos (10577288),AJ Ramos,10577288,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,2.34
,,,,,,,,,,,RP,Jeurys Familia (10577289),Jeurys Familia,10577289,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,4.44
,,,,,,,,,,,RP,Anthony Swarzak (10577290),Anthony Swarzak,10577290,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,4.02
,,,,,,,,,,,RP,Jerry Blevins (10577291),Jerry Blevins,10577291,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,0.01
,,,,,,,,,,,RP,Paul Sewald (10577292),Paul Sewald,10577292,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,8.79
,,,,,,,,,,,RP,Gerson Bautista (10577293),Gerson Bautista,10577293,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,0.52
,,,,,,,,,,,SP,Justin Dunn (10577294),Justin Dunn,10577294,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,0
,,,,,,,,,,,SP,Anthony Kay (10577295),Anthony Kay,10577295,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,0
,,,,,,,,,,,SP,David Peterson (10577296),David Peterson,10577296,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,0
,,,,,,,,,,,SP,Thomas Szapucki (10577297),Thomas Szapucki,10577297,P,4000,NYM@ATL 04/21/2018 07:10PM ET,NYM,0
,,,,,,,,,,,SP,Rogelio Armenteros (10577217),Rogelio Armenteros,10577217,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0
,,,,,,,,,,,SP,Alec Hansen (10577219),Alec Hansen,10577219,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,SP,Forrest Whitley (10577222),Forrest Whitley,10577222,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0
,,,,,,,,,,,RP,Xavier Cedeno (10577298),Xavier Cedeno,10577298,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,RP,Chris Volstad (10577299),Chris Volstad,10577299,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,2.77
,,,,,,,,,,,RP,Joakim Soria (10577300),Joakim Soria,10577300,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,3.25
,,,,,,,,,,,RP,Luis Avilan (10577301),Luis Avilan,10577301,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,1.06
,,,,,,,,,,,RP,Nate Jones (10577302),Nate Jones,10577302,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,5.03
,,,,,,,,,,,RP,Robbie Ross Jr. (10577303),Robbie Ross Jr.,10577303,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,RP,Danny Farquhar (10577304),Danny Farquhar,10577304,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,3.3
,,,,,,,,,,,RP,Aaron Bummer (10577305),Aaron Bummer,10577305,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,1.58
,,,,,,,,,,,SP,Dylan Covey (10577306),Dylan Covey,10577306,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,RP,Bruce Rondon (10577307),Bruce Rondon,10577307,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,7.01
,,,,,,,,,,,SP,Dane Dunning (10577308),Dane Dunning,10577308,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,RP,Tyler Danish (10577309),Tyler Danish,10577309,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,SP,Ian Clarkin (10577310),Ian Clarkin,10577310,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,SP,Spencer Adams (10577311),Spencer Adams,10577311,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,SP,Dylan Cease (10577312),Dylan Cease,10577312,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,SP,A.J. Puckett (10577313),A.J. Puckett,10577313,P,4000,HOU@CWS 04/21/2018 07:10PM ET,CWS,0
,,,,,,,,,,,SP,Cionel Perez (10577314),Cionel Perez,10577314,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0
,,,,,,,,,,,SP,Franklin Perez (10577315),Franklin Perez,10577315,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0
,,,,,,,,,,,SP,J.B. Bukauskas (10577316),J.B. Bukauskas,10577316,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0
,,,,,,,,,,,RP,Chris Devenski (10577317),Chris Devenski,10577317,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,4.38
,,,,,,,,,,,RP,Brady Rodgers (10577318),Brady Rodgers,10577318,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0
,,,,,,,,,,,RP,Ken Giles (10577319),Ken Giles,10577319,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,1.41
,,,,,,,,,,,RP,Jandel Gustave (10577320),Jandel Gustave,10577320,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0
,,,,,,,,,,,RP,Tony Sipp (10577321),Tony Sipp,10577321,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,0.38
,,,,,,,,,,,RP,Hector Rondon (10577322),Hector Rondon,10577322,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,3.89
,,,,,,,,,,,RP,Will Harris (10577323),Will Harris,10577323,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,2.62
,,,,,,,,,,,RP,Joe Smith (10577324),Joe Smith,10577324,P,4000,HOU@CWS 04/21/2018 07:10PM ET,HOU,2.52
,,,,,,,,,,,OF,Dee Gordon (10576634),Dee Gordon,10576634,OF,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,9.17
,,,,,,,,,,,OF,Mitch Haniger (10576635),Mitch Haniger,10576635,OF,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,9.33
,,,,,,,,,,,SP,Yovani Gallardo (10577220),Yovani Gallardo,10577220,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,-4.65
,,,,,,,,,,,SP,Edinson Volquez (10577229),Edinson Volquez,10577229,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Edwin Diaz (10577325),Edwin Diaz,10577325,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,5.78
,,,,,,,,,,,RP,Nick Rumbelow (10577326),Nick Rumbelow,10577326,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,0
,,,,,,,,,,,RP,Chasen Bradford (10577327),Chasen Bradford,10577327,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,4.61
,,,,,,,,,,,RP,Christian Bergman (10577328),Christian Bergman,10577328,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,0
,,,,,,,,,,,RP,Casey Lawrence (10577329),Casey Lawrence,10577329,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,0.78
,,,,,,,,,,,RP,Tony Zych (10577330),Tony Zych,10577330,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,0
,,,,,,,,,,,RP,James Pazos (10577331),James Pazos,10577331,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,3.32
,,,,,,,,,,,RP,Marc Rzepczynski (10577332),Marc Rzepczynski,10577332,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,0.19
,,,,,,,,,,,RP,Wade LeBlanc (10577333),Wade LeBlanc,10577333,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,2.18
,,,,,,,,,,,RP,Nick Vincent (10577334),Nick Vincent,10577334,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,2.82
,,,,,,,,,,,RP,Ryan Cook (10577335),Ryan Cook,10577335,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,0
,,,,,,,,,,,RP,Juan Nicasio (10577336),Juan Nicasio,10577336,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,2.86
,,,,,,,,,,,RP,David Phelps (10577337),David Phelps,10577337,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,0
,,,,,,,,,,,RP,Dan Altavilla (10577338),Dan Altavilla,10577338,P,4000,SEA@TEX 04/21/2018 08:05PM ET,SEA,3.76
,,,,,,,,,,,RP,Jake Diekman (10577339),Jake Diekman,10577339,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,1.44
,,,,,,,,,,,RP,Kevin Jepsen (10577340),Kevin Jepsen,10577340,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,2.12
,,,,,,,,,,,SP,Paolo Espino (10577341),Paolo Espino,10577341,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Austin Bibens-Dirkx (10577342),Austin Bibens-Dirkx,10577342,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Tony Barnette (10577343),Tony Barnette,10577343,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,5.4
,,,,,,,,,,,SP,Tim Lincecum (10577344),Tim Lincecum,10577344,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Shawn Tolleson (10577345),Shawn Tolleson,10577345,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Chris Martin (10577346),Chris Martin,10577346,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,2.58
,,,,,,,,,,,RP,Ricardo Rodriguez (10577347),Ricardo Rodriguez,10577347,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Alex Claudio (10577348),Alex Claudio,10577348,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,1.17
,,,,,,,,,,,SP,Connor Sadzeck (10577349),Connor Sadzeck,10577349,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,RP,Keone Kela (10577350),Keone Kela,10577350,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,3.05
,,,,,,,,,,,RP,Yohander Mendez (10577351),Yohander Mendez,10577351,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Adrian Sampson (10577352),Adrian Sampson,10577352,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Clayton Blackburn (10577353),Clayton Blackburn,10577353,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Chi Chi Gonzalez (10577354),Chi Chi Gonzalez,10577354,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
,,,,,,,,,,,SP,Ariel Jurado (10577355),Ariel Jurado,10577355,P,4000,SEA@TEX 04/21/2018 08:05PM ET,TEX,0
